line_name,avg_wait_sec
3호선,330.0
9호선,247.5
5호선,240.0
2호선,219.52380952380952
4호선,150.0
1호선,70.58823529411765
8호선,0.0
경의중앙선,0.0
공항철도,0.0
신분당선,0.0
